Designator,Mid X,Mid Y,Rotation,Layer
C1,37.0,7.8625,270.0,top
D1,46.0,10.0,270.0,top
D2,30.0,6.0,180.0,top
D3,30.0,12.0,180.0,top
J1,9.0,9.0,90.0,top
J2,52.0,10.75,0.0,top
J3,52.0,7.0,0.0,top
L1,44.0,3.0,180.0,top
R1,41.0,11.0,0.0,top
R2,41.0,12.5,0.0,top
R3,41.0,14.0,0.0,top
U1,41.0,7.8625,90.0,top
